ScientificName,Kingdom,Kingdom_C,Phylum,Phylum_C,Class,Orders,Order_C,Family,Family_C,Genus,Collector,ForestConservation,Latitude,Longitude
Ctenoplusia albostriata,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Ctenoplusia,山馥嫻,0,0.00,0.00
Asota heliconia zebrina,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Asota,山馥嫻,0,0.00,0.00
Sypna diversa,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Sypna,吳士緯,0,0.00,0.00
Hypersypnoides submarginata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Hypersypnoides,吳士緯,0,0.00,0.00
Agrotis taiwana,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Agrotis,吳士緯,0,0.00,0.00
Pseudopanolis flavimacula,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Pseudopanolis,吳士緯,0,0.00,0.00
Gaurenopsis ornatissima,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Gaurenopsis,吳士緯,0,0.00,0.00
Heliothis armigera,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Heliothis,吳士緯,0,0.00,0.00
Trichosea diffusa,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Trichosea,吳士緯,0,0.00,0.00
Adrapsa geometroides,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Adrapsa,袁艾倫,0,24.66,121.61
Condica sp.,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Condica,范義彬,0,24.18,121.50
Medasina creataria,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Medasina,吳士緯,0,24.66,121.61
Progonia oileusalis,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Progonia,范義彬,0,23.78,121.49
Dindica kishidai,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Dindica,吳士緯,0,24.66,121.61
Percnia suffusa,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Percnia,吳士緯,0,24.66,121.61
Sibatania arizana,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Sibatania,吳士緯,0,24.66,121.61
Dindica polyphaenaris,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Dindica,吳士緯,0,24.66,121.61
Spodoptera litura,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Spodoptera,吳士緯,0,0.00,0.00
Plusiopalpa adrasta,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Plusiopalpa,吳士緯,0,0.00,0.00
Progonia brunnealis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Progonia,范義彬,0,23.78,121.49
Callopistria nobilior,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Callopistria,吳士緯,0,0.00,0.00
Anisoneura salebrosa,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Anisoneura,吳士緯,0,0.00,0.00
Ommatophora luminosa,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Ommatophora,吳士緯,0,0.00,0.00
Platyja acerces,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Platyja,吳士緯,0,0.00,0.00
Nacna malachitis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Nacna,吳士緯,0,0.00,0.00
Lygephila kishidai,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Lygephila,吳士緯,0,0.00,0.00
Sinarella nigrisigna,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Sinarella,周文財,0,24.66,121.61
Mixomelia rivulosa,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Mixomelia,袁艾倫,0,24.66,121.61
Oxyodes scrobiculata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Oxyodes,吳士緯,0,0.00,0.00
Brabira costimacula,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Brabira,吳士緯,0,24.66,121.61
Diphtherocome autumnalis,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Diphtherocome,吳士緯,0,24.08,121.17
Potnyctycia taiwana,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Potnyctycia,吳士緯,0,24.66,121.61
Asota egens indica,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Asota,吳士緯,0,0.00,0.00
Chrysodeixis heberachis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Chrysodeixis,吳士緯,0,0.00,0.00
Noctuidae Noctuidae,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Noctuidae,吳士緯,0,0.00,0.00
Callopistria duplicans,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Callopistria,吳士緯,0,0.00,0.00
Biston marginatus,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Biston,吳士緯,0,24.66,121.61
Vindusara moorei,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Vindusara,吳士緯,0,24.66,121.61
Spodoptera picta,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Spodoptera,吳士緯,0,0.00,0.00
Hipoepa biasalis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Hipoepa,范義彬,0,22.97,120.68
Hipoepa fractalis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Hipoepa,陸聲山,0,24.04,121.60
Arichanna amoena,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Arichanna,,0,0.00,0.00
Stenhypena unicolor,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Stenhypena,范義彬,0,23.78,121.49
Stenhypena costalis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Stenhypena,范義彬,0,24.66,121.61
Herminia grisealis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Herminia,蕭建軍,0,24.66,121.61
Herminia sp.,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Herminia,莊鈴木,0,24.66,121.61
Herminia terminalis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Herminia,顏聖紘,0,24.66,121.61
Zanclognatha heleusalis,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Zanclognatha,范義彬,0,24.04,121.60
Sinarella sp.,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Sinarella,陸聲山,0,24.66,121.61
Menophra anaplagiata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Menophra,陳一銘,0,23.45,120.90
Alcis maculata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Alcis,陳一銘,0,23.45,120.90
Abaciscus costimacula,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Abaciscus,陳一銘,0,23.45,120.90
Tyloptera bella  ogatai,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Tyloptera,陳一銘,0,23.45,120.90
Squamopalpis subnubila,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Squamopalpis,范義彬,0,25.90,120.89
Tristrophis rectifascia,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Tristrophis,陳一銘,0,23.46,120.90
Herminia kurokoi,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Herminia,陸聲山,0,24.04,121.60
Abraxas consputa,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Abraxas,陳一銘,0,0.00,0.00
Mesoplectra sp.,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Mesoplectra,張玉珍,0,0.00,0.00
Zanclognatha producta,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Zanclognatha,范義彬,0,23.90,120.88
Gandaritis sinicaria  postalba,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Gandaritis,陳一銘,0,23.45,120.90
Chlorodontopera discospilata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Chlorodontopera,陳一銘,0,23.45,120.90
Euchristophia cumulata  meridionalis,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Euchristophia,陳一銘,0,0.00,0.00
Luxiaria mitorrhaphes,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Luxiaria,陳一銘,0,0.00,0.00
Ecliptopera recordans,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Ecliptopera,陳一銘,0,0.00,0.00
Eustroma contortum,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Eustroma,陳一銘,0,0.00,0.00
Deileptenia rimosaria,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Deileptenia,陳一銘,0,0.00,0.00
Menophra nakajimai,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Menophra,陳一銘,0,0.00,0.00
Ochrognesia gavissima  aphrodite,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Ochrognesia,陳一銘,0,0.00,0.00
Hypomecis obliquisigna,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Hypomecis,陳一銘,0,0.00,0.00
Pachyodes subtritus,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Pachyodes,陳一銘,0,0.00,0.00
Scopula rantanzanensis,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Scopula,陳一銘,0,0.00,0.00
Lomographa inamata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Lomographa,陳一銘,0,0.00,0.00
Pseudomiza flava,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Pseudomiza,陳一銘,0,0.00,0.00
Arichanna pryeraria,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Arichanna,陳一銘,0,0.00,0.00
Prochasma dentilinea,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Prochasma,陳一銘,0,0.00,0.00
Lobogonia aculeata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Lobogonia,,0,0.00,0.00
Ophthalmitis albosignaria  viridans,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Ophthalmitis,,0,0.00,0.00
Dysstroma fumatum,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Dysstroma,,0,0.00,0.00
Naxidia punctata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Naxidia,,0,0.00,0.00
Discoglypha locupletata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Discoglypha,陳一銘,0,23.46,120.91
Amblychia moltrechti,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Amblychia,陳一銘,0,23.45,120.90
Jankowskia taiwanensis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Jankowskia,陳一銘,0,23.45,120.90
Hypomecis percnioides,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Hypomecis,陳一銘,0,23.45,120.90
Zanclognatha subtriplex,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Zanclognatha,沈勇強,0,24.66,121.61
Monocerotesa virgata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Monocerotesa,陳一銘,0,23.45,120.90
Synegia masuii,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Synegia,陳一銘,0,23.46,120.90
Zanclognatha terminalis,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Zanclognatha,蕭建軍,0,24.66,121.61
Zanclognatha angulina,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Zanclognatha,范義彬,0,24.66,121.61
Zanclognatha helva,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Zanclognatha,范義彬,0,24.66,121.61
Zanclognatha reticulatis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Zanclognatha,范義彬,0,24.66,121.61
Simplicia zanclognathalis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Simplicia,沈勇強,0,24.66,121.61
Simplicia formosana,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Simplicia,周文財,0,24.66,121.61
Simplicia unipuncta,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Simplicia,周文財,0,24.66,121.61
Simplicia caeneusalis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Simplicia,蕭建軍,0,24.66,121.61
Simplicia sp.,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Simplicia,沈勇強,0,24.66,121.61
Simplicia bimarginata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Simplicia,范義彬,0,24.66,121.61
Simplicia xanthoma,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Simplicia,范義彬,0,23.60,120.88
Simplicia niphona,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Simplicia,范義彬,0,0.00,0.00
Nodaria externalis,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Nodaria,范義彬,0,23.60,120.88
Nodaria sp.,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Nodaria,范義彬,0,24.04,121.60
Clavipalpula aurariae,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Clavipalpula,范義彬,0,23.52,120.80
Perigrapha nigrocincta,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Perigrapha,范義彬,0,24.22,121.31
Xylopolia bella taiwanicola,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Xylopolia,袁艾倫,0,24.66,121.61
Lithopolia albistigma,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Lithopolia,范義彬,0,24.22,121.31
Egira acronyctoides,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Egira,范義彬,0,23.52,120.80
Nothomiza flavicosta,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Nothomiza,,0,0.00,0.00
Ophthalmitis herbidaria,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Ophthalmitis,,0,0.00,0.00
Parapercnia giraffata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Parapercnia,,0,0.00,0.00
Pogonopygia pavida,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Pogonopygia,,0,0.00,0.00
Pogonopygia nigralbata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Pogonopygia,,0,0.00,0.00
Racotis boarmiaria,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Racotis,,0,0.00,0.00
Corymica pryeri,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Corymica,,0,0.00,0.00
Alcis taiwanovariegata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Alcis,,0,0.00,0.00
Pelagodes subquadrarius,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Pelagodes,,0,0.00,0.00
Ourapteryx sciticaudaria,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Ourapteryx,,0,0.00,0.00
Panolis variegatoides,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Panolis,吳士緯,0,0.00,0.00
Ourapteryx pallidula,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Ourapteryx,,0,0.00,0.00
Dindica purpurata,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Dindica,,0,0.00,0.00
Phlogophora clava,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Phlogophora,吳士緯,0,0.00,0.00
Anisodes sp,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Anisodes,,0,0.00,0.00
Xestia flavilinea,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Xestia,吳士緯,0,0.00,0.00
Anaplectoides inouei,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Anaplectoides,吳士緯,0,0.00,0.00
Anaplectoides fuscivirens,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Anaplectoides,吳士緯,0,0.00,0.00
Polia goliath,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Polia,吳士緯,0,0.00,0.00
Callopistria placodoides,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Noctuidae,夜蛾科,Callopistria,吳士緯,0,0.00,0.00
Collix ghosha,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Collix,吳士緯,0,0.00,0.00
Lophophelma iterans  onerosus,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Lophophelma,,0,0.00,0.00
Ectropis excellens,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Ectropis,,0,0.00,0.00
Descoreba simplex  inouei,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Descoreba,,0,0.00,0.00
Hypomecis cineracea,Animality,動物界,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Hypomecis,,0,0.00,0.00
Hyposidra sp.1,Animality,,Arthropoda,節肢動物門,Insecta,LEPIDOPTERA,鱗翅目,Geometridae,尺蛾科,Hyposidra,,0,0.00,0.00
