項次,行政區,分局,名稱,里別,地址,地下層數位址,容納人數,座標X,座標Y,場所名稱,,
1868,中山區,中山分局,一般住宅,朱崙里,臺北市中山區建國北路一段58號,1,206,121.536356,25.048625,其興商業大樓,,
1869,中山區,中山分局,一般住宅,朱崙里,臺北市中山區龍江路2-4號,2,1279,121.540283,25.047128,台北龍江大廈社區,,
1870,中山區,中山分局,一般住宅,朱崙里,臺北市中山區八德路二段203號,5,4223,121.539705,25.046811,禾豐世界大樓,,
1871,中山區,中山分局,一般住宅,朱崙里,臺北市中山區長安東路二段162-1號,1,571,121.539405,25.04824,昇陽SUNRISE社區,,
1872,中山區,中山分局,一般住宅,朱崙里,臺北市中山區長安東路二段160號,1,533,121.539304,25.04824,震大長玉公寓大廈,,
1873,中山區,中山分局,一般住宅,朱崙里,臺北市中山區建國北路一段15號,1,942,121.537132,25.046889,富台大樓,,
1874,中山區,中山分局,一般住宅,朱崙里,臺北市中山區龍江路15號,1、2,5636,121.540549,25.047416,朱崙市場大樓,,
1875,中山區,中山分局,一般住宅,朱崙里,臺北市中山區建國北路一段29號,1,205,121.537049,25.047519,女兒紅大樓,,
1876,中山區,中山分局,一般住宅,朱崙里,臺北市中山區龍江路1號,1、3,1408,121.540583,25.047113,龍江首御大廈,,
1877,中山區,中山分局,一般住宅,朱崙里,臺北市中山區長安東路二段208號,1,803,121.541939,25.0482,長安賦Ⅱ社區,,
1878,中山區,中山分局,一般住宅,朱崙里,臺北市中山區建國北路一段41號,1,1039,121.537099,25.048159,將捷真愛大廈,,
1879,中正區,中正第二分局,一般住宅,頂東里,臺北市中正區晉江街96-1號,1,391,121.5242,25.02315,12達人賞公寓大廈,,
1880,中山區,中山分局,一般住宅,朱崙里,臺北市中山區長安東路二段196號,1,752,121.541656,25.048203,戀戀長安公寓大廈,,
1881,中山區,中山分局,一般住宅,朱崙里,臺北市中山區長安東路二段166號,1,564,121.539725,25.048234,冠德君閱社區,,
1882,中山區,中山分局,一般住宅,朱崙里,臺北市中山區龍江路8號,1,444,121.540263,25.047519,榮御中山公寓大廈,,
1883,中山區,中山分局,一般住宅,朱崙里,臺北市中山區八德路二段317號,1,1207,121.542903,25.047429,然花苑,,
1884,中山區,中山分局,一般住宅,朱崙里,臺北市中山區建國北路1段5號,1,2001,121.537227,25.046554,華固樂慕,,
1885,中山區,中山分局,一般住宅,朱園里,臺北市中山區建國北路一段126號,5,4327,121.536173,25.050742,新光首都天下北基公寓大廈,,
1886,中山區,中山分局,一般住宅,朱園里,臺北市中山區伊通街31號,4,6931,121.535252,25.050339,新光首都天下中基公寓大廈,,
1887,中山區,中山分局,一般住宅,朱園里,臺北市中山區松江路3號,5,1709,121.53313,25.046001,ＴＯＰ松江大廈,,
1888,中山區,中山分局,一般住宅,朱園里,臺北市中山區建國北路一段80號,3,2648,121.536282,25.049541,亞太通商大樓,,
1889,中山區,中山分局,一般住宅,朱園里,臺北市中山區松江路39號,1,1132,121.533154,25.047635,台北松江公寓大廈,,
1890,中山區,中山分局,一般住宅,朱園里,臺北市中山區松江路93巷5號,1,745,121.534026,25.050701,南京吉帝大廈,,
1891,中山區,中山分局,一般住宅,朱園里,臺北市中山區長安東路二段100號,2、3,1872,121.534867,25.048317,長雄大樓公寓大廈,,
1892,中山區,中山分局,一般住宅,朱園里,臺北市中山區長安東路二段90號,3,1098,121.534436,25.048327,長鴻大樓,,
1893,中山區,中山分局,一般住宅,朱園里,臺北市中山區松江路77巷2號,3,930,121.533339,25.049712,法國玫瑰,,
1894,中山區,中山分局,一般住宅,朱園里,臺北市中山區建國北路一段138巷5號,1,532,121.535934,25.051048,十勝悅大廈,,
1895,中山區,中山分局,一般住宅,朱園里,臺北市中山區伊通街52巷1號,2,323,121.534468,25.051485,南京伊MAIL公寓大廈,,
1896,中山區,中山分局,一般住宅,朱園里,臺北市中山區長安東路二段105號,1,565,121.535253,25.04852,長安宴公寓大廈,,
1897,中山區,中山分局,一般住宅,朱園里,臺北市中山區建國北路一段150號,1,767,121.536351,25.051441,閱禾琚公寓大廈,,
1898,中山區,中山分局,一般住宅,朱園里,臺北市中山區南京東路二段192號,1,2242,121.53548,25.051822,鄉林京華社區,,
1899,中山區,中山分局,一般住宅,朱園里,臺北市中山區長安東路二段113號,1,950,121.535381,25.048684,長安一品,,
1900,中山區,中山分局,一般住宅,朱園里,臺北市中山區伊通街2號,1,504,121.534592,25.048023,一鼎苑,,
1901,中山區,中山分局,一般住宅,朱園里,臺北市中山區松江路69巷11號,1,508,121.534294,25.049423,東京行館社區,,
1902,中山區,中山分局,一般住宅,朱園里,臺北市中山區伊通街21號,3,824,121.534876,25.049023,伊通21,,
1903,中山區,中山分局,一般住宅,朱園里,臺北市中山區建國北路一段50巷25號,1,281,121.53513,25.047954,伊通馨苑,,
1904,中山區,中山分局,一般住宅,朱園里,臺北市中山區松江路63巷1號,1,627,121.533511,25.049009,青山通公寓大廈,,
1905,中山區,中山分局,一般住宅,朱園里,臺北市中山區長安東路二段118-3號,1,843,121.536199,25.048297,泛亞長安社區,,
1906,中山區,中山分局,一般住宅,朱馥里,臺北市中山區民生東路三段36號,3,1064,121.540485,25.057596,廣陽天下大廈,,
1907,中山區,中山分局,一般住宅,朱馥里,臺北市中山區民生東路三段8號,2,4499,121.538332,25.057611,南山民生大樓,,
1908,中山區,中山分局,一般住宅,朱馥里,臺北市中山區長春路247號,1,555,121.539561,25.054789,達佑捷豹大廈,,
1909,中山區,中山分局,一般住宅,朱馥里,臺北市中山區合江街27號,1,268,121.539195,25.055319,公園達人社區,,
1910,中山區,中山分局,一般住宅,朱馥里,臺北市中山區合江街55巷9號,2,762,121.539593,25.056981,昇陽夏朵大廈,,
1911,中山區,中山分局,一般住宅,朱馥里,臺北市中山區龍江路223巷12號,1,156,121.541351,25.056792,慕夏大樓,,
1912,中山區,中山分局,一般住宅,朱馥里,臺北市中山區長春路195號,1,1359,121.538068,25.054855,忠泰極獨棟,,
1913,中山區,中山分局,一般住宅,朱馥里,臺北市中山區興安街62號,2,2877,121.54253,25.056327,甲山林湯旅,,
1914,中山區,中山分局,一般住宅,朱馥里,臺北市中山區民生東路三段2號,2,6191,121.537441,25.057684,民生建國大樓,,
1915,中山區,中山分局,一般住宅,江山里,臺北市中山區建國北路二段89號,1,679,121.537361,25.058596,時尚貴族,,
1916,中山區,中山分局,一般住宅,江山里,臺北市中山區合江街102巷26號,1,507,121.53874,25.058717,大同禮居大樓,,
1917,中山區,中山分局,一般住宅,江山里,臺北市中山區合江街102巷36號,1,275,121.538431,25.058713,民生德居,,
1918,中山區,中山分局,一般住宅,江山里,臺北市中山區復興北路338號,1,504,121.543951,25.059536,東煒清沐大樓,,
1919,中山區,中山分局,一般住宅,江寧里,臺北市中山區龍江路292巷3號,1,2278,121.540454,25.061541,榮鼎大廈,,
1920,中山區,中山分局,一般住宅,江寧里,臺北市中山區民權東路三段12號,2,4594,121.539732,25.062134,榮星新城,,
1921,中山區,中山分局,一般住宅,行仁里,臺北市中山區龍江路356巷50號,1、2,860,121.538976,25.065895,遠宏香榭大樓,,
1922,中山區,中山分局,一般住宅,行仁里,臺北市中山區五常街31號,1,279,121.538465,25.064411,禾碩榮星社區,,
1923,中山區,中山分局,一般住宅,行孝里,臺北市中山區五常街3號,1,322,121.537578,25.06443,五常大廈,,
1924,中山區,中山分局,一般住宅,行孝里,臺北市中山區建國北路三段71號,4,1402,121.537204,25.065123,安家T-HOUSE卡爾頓公寓大廈,,
1925,中山區,中山分局,一般住宅,行孝里,臺北市中山區五常街11巷5號,1,3224,121.537885,25.064522,榮耀之星ABCD棟,,
1926,中山區,中山分局,一般住宅,行政里,臺北市中山區松江路433號,1,1394,121.533497,25.06575,和裕松江大樓,,
1927,中山區,中山分局,一般住宅,松江里,臺北市中山區建國北路二段116巷17號,3,1155,121.535365,25.058938,慶豐尊貴極品,,
1928,中山區,中山分局,一般住宅,松江里,臺北市中山區民權東路二段152巷6弄18號,1,1221,121.535878,25.061347,松江花園,,
1929,中山區,中山分局,一般住宅,松江里,臺北市中山區建國北路二段236號,1,3298,121.536596,25.061313,建北大樓,,
1930,中山區,中山分局,一般住宅,松江里,臺北市中山區建國北路二段184號,4,2366,121.536124,25.059469,東騰千里社區,,
1931,中山區,中山分局,一般住宅,松江里,臺北市中山區民生東路二段147巷5弄8號,2,1203,121.535577,25.059047,境峰,,
1932,中山區,中山分局,一般住宅,松江里,臺北市中山區建國北路二段220號,6,1274,121.536571,25.06088,松江敦華社區A、B棟,,
1933,中山區,中山分局,一般住宅,松江里,臺北市中山區松江路223號,4,5448,121.533399,25.05854,佳佳廣場,,
1934,中山區,中山分局,一般住宅,金泰里,臺北市中山區敬業三路162巷68號,2,81498,121.557998,25.077567,大直美堤花園,,
1935,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路158號,1,3626,121.562865,25.077676,巴洛可社區,,
1936,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路120巷30弄1號,2,1355,121.562616,25.078395,遠見與卓越社區,,
1937,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路157巷13號,2,1629,121.565229,25.077,帝景水花園第二期社區,,
1938,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路157巷5號,2,2779,121.564052,25.076772,帝景水花園社區,,
1939,中山區,中山分局,一般住宅,金泰里,臺北市中山區堤頂大道二段294號,1,831,121.564592,25.078357,煙波巴洛可大廈,,
1940,中山區,中山分局,一般住宅,金泰里,臺北市中山區堤頂大道二段246巷12號,2,1361,121.566057,25.077261,青水硯公寓大廈,,
1941,中山區,中山分局,一般住宅,金泰里,臺北市中山區堤頂大道二段350號,2,2911,121.563323,25.07936,聖荷西花園社區,,
1942,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路112巷56號,1,1073,121.562865,25.079013,璞園公寓大廈,,
1943,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路112巷59號,1,1535,121.562185,25.079333,大直麗園,,
1944,中山區,中山分局,一般住宅,金泰里,臺北市中山區堤頂大道二段368號,2,2018,121.562946,25.079827,千葉園社區,,
1945,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路139號,1,890,121.564066,25.078309,大直金碧,,
1946,中山區,中山分局,一般住宅,金泰里,臺北市中山區樂群二路266巷100號,1,607,121.561904,25.077323,海德堡大廈,,
1947,中山區,中山分局,一般住宅,金泰里,臺北市中山區樂群二路266巷86號,2,2325,121.562085,25.077971,聖荷西二期社區,,
1948,中山區,中山分局,一般住宅,金泰里,臺北市中山區堤頂大道二段246巷1號,1,850,121.566335,25.077655,維也納,,
1949,中山區,中山分局,一般住宅,金泰里,臺北市中山區堤頂大道二段246巷6號,1,988,121.566192,25.077807,威尼斯,,
1950,中山區,中山分局,一般住宅,金泰里,臺北市中山區堤頂大道二段270號,2,2325,121.565197,25.0778,大直觀河公寓大廈,,
1951,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路112巷60號,1,873,121.56242,25.079134,榮璟園,,
1952,中山區,中山分局,一般住宅,金泰里,臺北市中山區堤頂大道二段246巷7號,1,3950,121.566862,25.077486,忠泰交響曲社區,,
1953,中山區,中山分局,一般住宅,金泰里,臺北市中山區樂群二路297號,1,2061,121.561252,25.08012,羅馬假期大樓,,
1954,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路145巷28號,1,440,121.564757,25.077714,忠泰美學社區,,
1955,中山區,中山分局,一般住宅,金泰里,臺北市中山區樂群二路266巷28號,1,298,121.561949,25.079076,金澤C社區,,
1956,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路151巷7號,1,701,121.563875,25.077798,新景澤,,
1957,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路112巷51號,1,941,121.562561,25.079322,維多利亞二期社區,,
1958,中山區,中山分局,一般住宅,金泰里,臺北市中山區樂群三路285號,1,1598,121.558893,25.083026,美麗進行曲社區,,
1959,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路135號,1、2,385,121.564207,25.078479,典藏社區,,
1960,中山區,中山分局,一般住宅,金泰里,臺北市中山區堤頂大道二段500號,3,2275,121.561116,25.083033,雅璞涵館社區,,
1961,中山區,中山分局,一般住宅,金泰里,臺北市中山區樂群二路197號,1,20151,121.558933,25.08069,"西華富邦
宜華國際",,
1962,中山區,中山分局,一般住宅,金泰里,臺北市中山區樂群二路187號,3,5299,121.558187,25.080143,豐滙大樓,,
1963,中山區,中山分局,一般住宅,金泰里,臺北市中山區樂群二路265巷42號,1,7294,121.560323,25.081236,台北時代廣場,,
1964,中山區,中山分局,一般住宅,金泰里,臺北市中山區基湖路145巷18號,1,793,121.564261,25.077938,良茂雅緻園公寓大廈,,
1965,中山區,中山分局,一般住宅,恆安里,臺北市中山區雙城街3巷2號,2,880,121.524602,25.063243,雷諾瓦街,,
1966,中山區,中山分局,一般住宅,恆安里,臺北市中山區雙城街6號,2,1241,121.524311,25.063403,雙城大廈,,
1967,中山區,中山分局,一般住宅,恆安里,臺北市中山區雙城街10巷13號,1,737,121.524012,25.064218,中山碩尚,,
1968,中山區,中山分局,一般住宅,恆安里,臺北市中山區雙城街7巷12號,1,411,121.525212,25.063648,錦城大樓,,
1969,中山區,中山分局,一般住宅,恆安里,臺北市中山區農安街20號,3,1386,121.524917,25.064796,大漢雙城社區,,
1970,中山區,中山分局,一般住宅,恆安里,臺北市中山區林森北路536號,2、3,2546,121.525538,25.063838,歐夏蕾大廈,,
1971,中山區,中山分局,一般住宅,恆安里,臺北市中山區雙城街13巷23號,3,1619,121.525413,25.064166,中山極上社區,,
1972,中山區,中山分局,一般住宅,恆安里,臺北市中山區農安街10-1號,1,266,121.523664,25.064841,中山美錄社區,,
1973,中山區,中山分局,一般住宅,恆安里,臺北市中山區民權東路一段29號,1,2117,121.524094,25.062965,麒園,,
1974,中山區,中山分局,一般住宅,恆安里,臺北市中山區農安街2巷3號,1,1702,121.523032,25.064584,基泰之星社區,,
1975,中山區,中山分局,一般住宅,恆安里,臺北市中山區林森北路557巷3號,2,747,121.526326,25.064543,中山麗緻公寓大廈,,
1976,中山區,中山分局,一般住宅,恆安里,臺北市中山區雙城街17巷10-1號,1,2206,121.52479,25.06444,森美術A.B棟,,
1977,中山區,中山分局,一般住宅,恆安里,臺北市中山區新生北路三段12號,1,333,121.527387,25.063348,綠意晶棧公寓大廈,,
1978,中山區,中山分局,一般住宅,恆安里,臺北市中山區雙城街13巷22號,1,385,121.525209,25.064035,將捷心裡画畫,,
1979,中山區,中山分局,一般住宅,恆安里,臺北市中山區民權東路一段19號,1,1707,121.523816,25.063226,中山官邸社區,,
1980,中山區,中山分局,一般住宅,恆安里,臺北市中山區中山北路二段173號,1,1599,121.522783,25.063033,中山富御社區,,
1981,中山區,中山分局,一般住宅,恆安里,臺北市中山區民權東路一段77號,1,971,121.52721,25.062885,忠泰M社區,,
1982,中山區,中山分局,一般住宅,恆安里,臺北市中山區林森北路568號,1,583,121.525555,25.064726,九昱晴美大樓,,
1983,中山區,中山分局,一般住宅,恆安里,臺北市中山區中山北路二段183號,1,1302,121.522706,25.063407,明日綻社區,,
1984,中山區,中山分局,一般住宅,恆安里,臺北市中山區民權東路一段65號,1,1005,121.525255,25.062895,中山金澤A棟,,
1985,中山區,中山分局,一般住宅,恆安里,臺北市中山區民權東路一段65號,1,107,121.525255,25.062895,中山金澤B棟,,
1986,中山區,中山分局,一般住宅,恆安里,臺北市中山區民權東路一段57號,1,468,121.524933,25.062906,中山Q1,,
1987,中山區,中山分局,一般住宅,埤頭里,臺北市中山區復興南路一段36-12號,1,1039,121.543659,25.045656,忠泰銀座大樓,,
1988,中山區,中山分局,一般住宅,埤頭里,臺北市中山區八德路二段308號,5,13672,121.542559,25.04688,中崙大樓,,
1989,中山區,中山分局,一般住宅,埤頭里,臺北市中山區八德路二段66號,1,1601,121.53542,25.045292,威廉王子大廈,,
1990,中山區,中山分局,一般住宅,埤頭里,臺北市中山區復興南路一段52號,1,430,121.543643,25.045107,大同晶鑽大樓,,
1991,中山區,中山分局,一般住宅,埤頭里,臺北市中山區市民大道三段169號,1,1174,121.540648,25.04481,璀璨SWEET社區,,
1992,中山區,中山分局,一般住宅,埤頭里,臺北市中山區安東街15號,1,1149,121.542179,25.045624,1畝田社區,,
1993,中山區,中山分局,一般住宅,埤頭里,臺北市中山區八德路二段100號,1,1015,121.536209,25.045815,華威八方公寓大廈,,
1994,中山區,中山分局,一般住宅,埤頭里,臺北市中山區八德路二段174巷18號,2,1454,121.538184,25.045587,玉光社區,,
1995,中山區,中山分局,一般住宅,康樂里,臺北市中山區林森北路二段259巷17號,5,4166,121.526577,25.054414,翡翠花園大廈,,
1996,中山區,中山分局,一般住宅,康樂里,臺北市中山區中山北路二段39巷10號,1,498,121.523797,25.053906,晶華ＶＩＳＴＡ大樓,,
1997,中山區,中山分局,一般住宅,康樂里,臺北市中山區中山北路二段27巷6號,1,420,121.523732,25.053104,優越園華廈,,
1998,中山區,中山分局,一般住宅,康樂里,臺北市中山區長春路28號,1,890,121.524767,25.054835,和邑社區,,
1999,中山區,中山分局,一般住宅,康樂里,臺北市中山區中山北路二段27巷5-1號,1,952,121.523715,25.053252,富富話合社區,,
2000,中山區,中山分局,一般住宅,復華里,臺北市中山區長春路366號,2,4343,121.542608,25.054472,長寧大廈,,
2001,中山區,中山分局,一般住宅,復華里,臺北市中山區長春路258巷6號,3,1822,121.538918,25.054155,南京東錄大廈,,
2002,中山區,中山分局,一般住宅,復華里,臺北市中山區長春路258巷32號,1,239,121.538901,25.053121,都會通大廈,,
2003,中山區,中山分局,一般住宅,復華里,臺北市中山區龍江路120巷9號,3,2394,121.53993,25.053583,京華DC大樓,,
2004,中山區,中山分局,一般住宅,復華里,臺北市中山區長春路258巷26-2號,1,415,121.538974,25.053498,統美E南京大廈,,
2005,中山區,中山分局,一般住宅,復華里,臺北市中山區南京東路三段77號,5,1056,121.538676,25.052157,華爾街之心大廈,,
2006,中山區,中山分局,一般住宅,復華里,臺北市中山區長春路258巷15號,3,2479,121.539263,25.054068,紫蘭園公寓大廈,,
2007,中山區,中山分局,一般住宅,復華里,臺北市中山區遼寧街139號,3,1242,121.542137,25.052256,俠隱,,
2008,中山區,中山分局,一般住宅,復華里,臺北市中山區長春路310號,5,2959,121.540357,25.054542,華爾道夫大廈,,
2009,中山區,中山分局,一般住宅,復華里,臺北市中山區建國北路二段9-2號,4,1490,121.537259,25.053442,遠雄首席公寓大廈,,
2010,中山區,中山分局,一般住宅,復華里,臺北市中山區長春路290號,4,2920,121.539276,25.054434,華爾道夫第二期,,
2011,中山區,中山分局,一般住宅,復華里,臺北市中山區南京東路三段89巷27弄17號,4,3756,121.538237,25.054205,華固雙橡園公寓大廈,,
2012,中山區,中山分局,一般住宅,復華里,臺北市中山區南京東路三段89巷15弄8號,1,373,121.538776,25.053242,紫金藏大廈,,
2013,中山區,中山分局,一般住宅,復華里,臺北市中山區長春路258巷27號,1,1406,121.539132,25.053754,國美華爾道夫Ⅲ大廈,,
2014,中山區,中山分局,一般住宅,復華里,臺北市中山區南京東路三段89巷27弄6號,1,792,121.538141,25.053678,文華麗舍社區,,
2015,中山區,中山分局,一般住宅,復華里,臺北市中山區遼寧街177號,1、2,10728,121.542365,25.052796,渣打銀行大樓,,
2016,中山區,中山分局,一般住宅,晴光里,臺北市中山區農安街19號,1,899,121.523962,25.065048,震大日光大樓,,
2017,中山區,中山分局,一般住宅,晴光里,臺北市中山區德惠街10號,1,353,121.523673,25.066586,國賓Villa大樓,,
2018,中山區,中山分局,一般住宅,晴光里,臺北市中山區雙城街19巷8號,1,1721,121.524818,25.065317,金磚密碼社區,,
2019,中山區,中山分局,一般住宅,晴光里,臺北市中山區新生北路三段56巷19號,1,2346,121.526762,25.065435,力麒京棧,,
2020,中山區,中山分局,一般住宅,晴光里,臺北市中山區林森北路587號,1,2652,121.525904,25.066037,遠雄首府,,
2021,中山區,中山分局,一般住宅,晴光里,臺北市中山區農安街1巷57號,1,1736,121.523377,25.066407,天璽社區,,
2022,中山區,中山分局,一般住宅,集英里,臺北市中山區撫順街25號,2,453,121.520318,25.063604,"巴黎香榭公寓大廈
麗仕公寓大廈",,
2023,中山區,中山分局,一般住宅,集英里,臺北市中山區天祥路59號,2,675,121.520878,25.063279,經貿匯通2001大樓,,
2024,中山區,中山分局,一般住宅,集英里,臺北市中山區中山北路二段116巷2號,1、2,1038,121.522198,25.060938,圓山大樓,,
2025,中山區,中山分局,一般住宅,集英里,臺北市中山區天祥路80號,5,2886,121.520536,25.063946,鎮金殿社區,,
2026,中山區,中山分局,一般住宅,集英里,臺北市中山區中山北路二段136號,6,862,121.522553,25.062142,華威藏玉大廈,,
2027,中山區,中山分局,一般住宅,集英里,臺北市中山區撫順街15號,1,510,121.521243,25.063828,蒔尚極公寓大廈,,
2028,中山區,中山分局,一般住宅,集英里,臺北市中山區中山北路二段128巷9號,1,392,121.521529,25.061837,中山馥大廈,,
2029,中山區,中山分局,一般住宅,集英里,臺北市中山區錦西街5號,1,673,121.521938,25.060419,忠泰隱社區,,
2030,中山區,中山分局,一般住宅,集英里,臺北市中山區民權西路9巷22號,2,654,121.52172,25.063693,水美璞麗公寓大廈,,
2031,中山區,中山分局,一般住宅,集英里,臺北市中山區中山北路二段120號,1,2337,121.522668,25.061274,遠雄富都,,
2032,中山區,中山分局,一般住宅,集英里,臺北市中山區天祥路61巷8號,2,225,121.521208,25.063323,新碩恆美公寓大廈,,
2033,中山區,中山分局,一般住宅,集英里,臺北市中山區中山北路三段2號,4,1016,121.522,25.064004,FLORA大廈,,
2034,中山區,中山分局,一般住宅,集英里,臺北市中山區中山北路三段38號,1,517,121.522068,25.06587,廣宇雋朗公寓大廈,,
2035,中山區,中山分局,一般住宅,集英里,臺北市中山區中山北路二段116巷1號,1,827,121.522497,25.061015,中山TED,,
2036,中山區,中山分局,一般住宅,集英里,臺北市中山區中山北路二段126號,1,374,121.522679,25.061415,敦年中山社區,,
2037,中山區,中山分局,一般住宅,圓山里,臺北市中山區德惠街9號,6,4769,121.52464,25.066799,世界之頂商業大樓,,
2038,中山區,中山分局,一般住宅,圓山里,臺北市中山區民族東路50號,2,529,121.525201,25.068263,中山大觀,,
2039,中山區,中山分局,一般住宅,圓山里,臺北市中山區德惠街3巷1-3號,1,294,121.523152,25.067098,莎菲學院大廈,,
2040,中山區,中山分局,一般住宅,圓山里,臺北市中山區德惠街18號,1,2271,121.52511,25.066607,中山隱社區,,
2041,中山區,中山分局,一般住宅,圓山里,臺北市中山區德惠街7-2號,1,500,121.524034,25.066818,德惠雙城大樓,,
2042,中山區,中山分局,一般住宅,新生里,臺北市中山區松江路330巷53號,1,705,121.531227,25.06125,松江JR大廈,,
2043,中山區,中山分局,一般住宅,新生里,臺北市中山區松江路318號,1,1796,121.532888,25.060672,將捷巴菲特企業運籌中心,,
2044,中山區,中山分局,一般住宅,新生里,臺北市中山區民權東路二段30號,1,1199,121.529217,25.06238,龍騰大廈,,
2045,中山區,中山分局,一般住宅,新庄里,臺北市中山區民族東路166號,2,1341,121.529556,25.068165,官景大廈,,
2046,中山區,中山分局,一般住宅,新庄里,臺北市中山區新生北路三段87巷9號,1,297,121.528426,25.067444,村上瓏公寓大廈,,
2047,中山區,中山分局,一般住宅,新喜里,臺北市中山區松江路426號,4,3113,121.532979,25.065024,台北之冠社區,,
2048,中山區,中山分局,一般住宅,新福里,臺北市中山區民權東路二段107號,3,1593,121.532788,25.062701,蓬萊大樓,,
2049,中山區,中山分局,一般住宅,新福里,臺北市中山區新生北路三段21號,2,1568,121.528015,25.064162,新生代社區,,
2050,中山區,中山分局,一般住宅,新福里,臺北市中山區松江路416號,5,3208,121.533018,25.06446,東西匯社區,,
2051,中山區,中山分局,一般住宅,聚盛里,臺北市中山區民生東路一段87號,2,333,121.527216,25.058302,巴黎唐城大廈,,
2052,中山區,中山分局,一般住宅,聚盛里,臺北市中山區錦州街30巷12號,1,477,121.524672,25.059518,薀莎小築大樓,,
2053,中山區,中山分局,一般住宅,聚盛里,臺北市中山區中山北路二段93巷5號,1,575,121.523554,25.059419,中山靜盧公寓大廈,,
2054,中山區,中山分局,一般住宅,聚盛里,臺北市中山區中山北路二段93巷7號,1,529,121.523715,25.059417,香榭小品大樓,,
2055,中山區,中山分局,一般住宅,聚盛里,臺北市中山區中山北路二段93巷17號,1、2、3,1471,121.524485,25.059398,小室哲哉,,
2056,中山區,中山分局,一般住宅,聚盛里,臺北市中山區中山北路二段93巷8號,4,1700,121.523656,25.05926,美妍家社區,,
2057,中山區,中山分局,一般住宅,聚盛里,臺北市中山區中山北路二段89號,4,1177,121.523117,25.058881,香榭富裔大廈,,
2058,中山區,中山分局,一般住宅,聚盛里,臺北市中山區中山北路二段93巷18號,1,947,121.524114,25.059199,璞真詠真大廈,,
2059,中山區,中山分局,一般住宅,聚盛里,臺北市中山區中山北路二段85巷1號,1,239,121.523535,25.058859,中山北隨意鳥社區,,
2060,中山區,中山分局,一般住宅,聚葉里,臺北市中山區林森北路472號,2,991,121.525474,25.061156,佳昌大廈,,
2061,中山區,中山分局,一般住宅,聚葉里,臺北市中山區林森北路483號,6,1552,121.525741,25.061143,I-MORE新生代社區管委會,,
2062,中山區,中山分局,一般住宅,聚葉里,臺北市中山區中山北路二段129號,1,1899,121.523176,25.061454,吉美國際經貿大樓,,
2063,中山區,中山分局,一般住宅,聚葉里,臺北市中山區民權東路一段48號,1,597,121.524101,25.062521,民權米勒社區,,
2064,中山區,中山分局,一般住宅,聚葉里,臺北市中山區林森北路452號,1、2,2222,121.525437,25.06086,AMOUR II ,,
2065,中山區,中山分局,一般住宅,聚葉里,臺北市中山區中山北路二段145號,1,1230,121.523022,25.062013,玉山石社區,,
2066,中山區,中山分局,一般住宅,聚葉里,臺北市中山區錦州街23巷1-1號,1,537,121.525226,25.060645,力欣百漾社區D棟,,
2067,中山區,中山分局,一般住宅,聚葉里,臺北市中山區錦州街23巷12號,1,213,121.524888,25.060922,明昌精典大廈,,
2068,中山區,中山分局,一般住宅,聚葉里,臺北市中山區中山北路二段123號,1,691,121.523172,25.061208,中山世紀大廈,,
2069,中山區,中山分局,一般住宅,劍潭里,臺北市中山區通北街65巷2弄13號,2,5753,121.538786,25.083524,力行新城仁愛社區,,
2070,中山區,中山分局,一般住宅,劍潭里,臺北市中山區通北街89號,2,4308,121.538462,25.082979,力行新城忠孝社區,,
2071,中山區,中山分局,一般住宅,劍潭里,臺北市中山區通北街118巷7號,2,4764,121.537458,25.084092,力行新城信義社區,,
2072,中山區,中山分局,一般住宅,劍潭里,臺北市中山區通北街118巷5號,2,6308,121.537488,25.084033,力行新城和平社區,,
2073,中山區,中山分局,一般住宅,劍潭里,臺北市中山區通北街121號,3,3562,121.538206,25.083783,大直花園公寓大廈,,
2074,中山區,中山分局,一般住宅,興亞里,臺北市中山區南京東路二段24巷8號,1、2,846,121.528896,25.051603,時尚麗舍華廈,,
2075,中山區,中山分局,一般住宅,興亞里,臺北市中山區新生北路一段67號,1、2,490,121.528966,25.049586,東隆凱悅公寓大廈,,
2076,中山區,中山分局,一般住宅,興亞里,臺北市中山區長安東路二段7號,1,161,121.530435,25.048601,松江DEAR公寓大廈,,
2077,中山區,中山分局,一般住宅,興亞里,臺北市中山區新生北路一段47巷27號,1,190,121.530805,25.04802,風雅京都大廈,,
2078,中山區,中山分局,一般住宅,興亞里,臺北市中山區吉林路2號,1,1927,121.529869,25.048697,力麒蕭邦,,
2079,中山區,中山分局,一般住宅,興亞里,臺北市中山區南京東路二段108號,6,1617,121.532194,25.051863,新東京宅公寓大廈,,
2080,中山區,中山分局,一般住宅,興亞里,臺北市中山區吉林路8號,1,1835,121.529867,25.049516,華固鼎苑公寓大廈,,
