項次,行政區,分局,名稱,里別,地址,地下層數位址,容納人數,座標X,座標Y,場所名稱,,
1239,南港區,南港分局,捷運車站,新富里,臺北市南港區研究院路一段1號,1、2、3,27596,121.616829,25.054857,南港展覽館站,,
1240,南港區,南港分局,捷運車站,中南里,臺北市南港區忠孝東路七段380號,1、2、3,12832,121.606526,25.051856,捷運南港站,,
1241,南港區,南港分局,捷運車站,合成里,臺北市南港區忠孝東路六段451號,1、2,10120,121.593796,25.050611,捷運昆陽站,,
1242,南港區,南港分局,捷運車站,萬福里,臺北市南港區忠孝東路六段2號,1、2,12557,121.583053,25.045261,捷運後山埤站,,
1243,南港區,南港分局,地下停車場,南港里,臺北市南港區興中路44巷1號,1、2,7647,121.606793,25.056172,興中立體停車場,,
1244,南港區,南港分局,地下停車場,西新里,臺北市南港區昆陽街23號,1、2,15385,121.59274,25.053146,玉成國小地下停車場,,
1245,南港區,南港分局,地下停車場,三重里,臺北市南港區興東街59號,1、2,18215,121.611172,25.056526,南港國小地下停車場,,
1246,南港區,南港分局,地下停車場,鴻福里,臺北市南港區成福路118號,1、2,18654,121.586961,25.042213,玉成公園地下停車場,,
1247,南港區,南港分局,地下停車場,三重里,臺北市南港區經貿二路88巷1號,1、2,24296,121.616241,25.057776,世貿公園地下停車場,,
1248,內湖區,內湖分局,公有建築物,湖濱里,臺北市內湖區內湖路二段177號,1,30,121.586589,25.081468,臺灣戲曲學院-中正堂,,
1249,內湖區,內湖分局,公有建築物,湖濱里,臺北市內湖區內湖路二段177號,1,200,121.586589,25.081468,臺灣戲曲學院-中興堂,,
1250,內湖區,內湖分局,公有建築物,湖濱里,臺北市內湖區內湖路二段177號,1,600,121.586589,25.081468,臺灣戲曲學院-戲曲樓,,
1251,內湖區,內湖分局,公有建築物,湖濱里,臺北市內湖區內湖路二段177號,1,200,121.586589,25.081468,臺灣戲曲學院-音樂樓,,
1252,內湖區,內湖分局,公有建築物,湖濱里,臺北市內湖區內湖路二段177號,1,200,121.586589,25.081468,臺灣戲曲學院-嘯雲樓,,
1253,內湖區,內湖分局,公有建築物,湖濱里,臺北市內湖區內湖路二段225號,1,318,121.588865,25.081788,內湖碧湖郵局,,
1254,內湖區,內湖分局,公有建築物,湖濱里,臺北市內湖區內湖路二段261號,1,254,121.590151,25.082096,內湖派出所,,
1255,內湖區,內湖分局,公有建築物,週美里,臺北市內湖區新明路324號B1,1,73,121.581598,25.055306,潭美派出所,,
1256,內湖區,內湖分局,公有建築物,西湖里,臺北市內湖區環山路一段27號,1,3177,121.565674,25.085836,西湖國中,,
1257,內湖區,內湖分局,公有建築物,西湖里,臺北市內湖區環山路一段25號,1,1362,121.565679,25.0838,西湖國民小學,,
1258,內湖區,內湖分局,公有建築物,秀湖里,臺北市內湖區成功路五段1號,1,110,121.601373,25.084116,大湖派出所,,
1259,內湖區,內湖分局,公有建築物,大湖里,臺北市內湖區大湖山莊街170號,1,2056,121.600361,25.088165,大湖國民小學,,
1260,內湖區,內湖分局,公有建築物,大湖里,臺北市內湖區大湖山莊街170號,1,3622,121.600361,25.088165,大湖國小,,
1261,內湖區,內湖分局,公有建築物,金湖里,臺北市內湖區康寧路三段51號,2,3546,121.608189,25.072761,行政執行署,,
1262,內湖區,內湖分局,公有建築物,湖元里,臺北市內湖區民權東路六段9號,1,1646,121.57823,25.06691,消防局-民權分隊,,
1263,內湖區,內湖分局,公有建築物,湖元里,臺北市內湖區舊宗路二段2號,1,1676,121.574701,25.066109,衛工處-內湖廠,,
1264,內湖區,內湖分局,公有建築物,湖元里,臺北市內湖區行忠路178巷2號,1,4056,121.58382,25.066559,產發局-奧迪創速中心,,
1265,內湖區,內湖分局,公有建築物,湖元里,臺北市內湖區行忠路178巷1號,1,2121,121.584263,25.066448,環保局-內湖再生家具展示拍賣場,,
1266,內湖區,內湖分局,公有建築物,湖元里,臺北市內湖區舊宗路一段189號,1,317,121.577949,25.062369,舊宗郵局,,
1267,內湖區,內湖分局,公有建築物,湖元里,臺北市內湖區新湖三路28號,1,11258,121.574206,25.062863,台北花卉市場,,
1268,內湖區,內湖分局,公有建築物,寶湖里,臺北市內湖區民權東路六段208號,1,27724,121.596695,25.067637,臺北市網球中心,,
1269,內湖區,內湖分局,公有建築物,紫陽里,臺北市內湖區陽光街1號,1,662,121.588723,25.076993,內湖國民中學-格致樓,,
1270,內湖區,內湖分局,公有建築物,紫陽里,臺北市內湖區陽光街1號,1,513,121.588723,25.076993,內湖國民中學-實踐樓,,
1271,內湖區,內湖分局,公有建築物,紫陽里,臺北市內湖區陽光街1號,1,1466,121.588723,25.076993,內湖國民中學-中山堂,,
1272,內湖區,內湖分局,公有建築物,瑞陽里,臺北市內湖區文德路218號,1,6317,121.586522,25.078403,內湖高中,,
1273,內湖區,內湖分局,公有建築物,湖興里,臺北市內湖區民權東路六段45號,1,2252,121.586268,25.069167,三民國民中學-活動中心,,
1274,內湖區,內湖分局,公有建築物,湖興里,臺北市內湖區民權東路六段45號,1,2870,121.586268,25.069167,三民國民中學-民族樓,,
1275,內湖區,內湖分局,公有建築物,湖興里,臺北市內湖區民權東路六段45號,1,1144,121.586268,25.069167,三民國民中學-逸仙樓,,
1276,內湖區,內湖分局,公有建築物,湖興里,臺北市內湖區民權東路六段138號,1,1341,121.588719,25.068826,新湖國小-行政樓,,
1277,內湖區,內湖分局,公有建築物,湖興里,臺北市內湖區民權東路六段99號,1,2626,121.588922,25.069226,內湖區公所,,
1278,內湖區,內湖分局,公有建築物,湖興里,臺北市內湖區成功路二段390號,1,1110,121.589923,25.070717,中華電信,,
1279,內湖區,內湖分局,公有建築物,湖興里,臺北市內湖區成功路二段390號,1,480,121.589923,25.070717,中華電信,,
1280,內湖區,內湖分局,公有建築物,湖興里,臺北市內湖區民權東路六段83號,2,3772,121.587965,25.069277,內湖郵局,,
1281,內湖區,內湖分局,公有建築物,湖興里,臺北市內湖區民權東路六段91號,2,4905,121.588167,25.069555,士林地方法院-內湖民事大樓,,
1282,內湖區,內湖分局,公有建築物,湖興里,臺北市內湖區民權東路六段101號,1,1025,121.5896,25.069275,內湖分局,,
1283,內湖區,內湖分局,公有建築物,蘆洲里,臺北市內湖區安康路228巷20號,1,3166,121.603472,25.062791,內湖焚化廠能源利用中心,,
1284,內湖區,內湖分局,公有建築物,五分里,臺北市內湖區五分街8號,1、2,2222,121.612904,25.067458,東湖派出所,,
1285,內湖區,內湖分局,公有建築物,明湖里,臺北市內湖區康寧路三段105號,1,1538,121.61057,25.071097,明湖國小-倫理樓,,
1286,內湖區,內湖分局,公有建築物,明湖里,臺北市內湖區康寧路三段105號,1,2450,121.61057,25.071097,明湖國小-勤學樓,,
1287,內湖區,內湖分局,公有建築物,南湖里,臺北市內湖區康寧路三段200號,1,4732,121.611844,25.068086,南湖國小-朝陽樓,,
1288,內湖區,內湖分局,公有建築物,南湖里,臺北市內湖區康寧路三段220號,1,9550,121.61113,25.066901,南湖高中-東風樓,,
1289,內湖區,內湖分局,公有建築物,葫洲里,臺北市內湖區康寧路三段60號,1,1990,121.610694,25.070644,明湖國民中學-行政大樓,,
1290,內湖區,內湖分局,公有建築物,東湖里,臺北市內湖區康樂街110巷16弄20號,1、2、3,1390,121.618388,25.070374,康樂派出所,,
1291,內湖區,內湖分局,公有建築物,東湖里,臺北市內湖區東湖路115號B1,1,6162,121.615782,25.068539,東湖國小,,
1292,內湖區,內湖分局,公有建築物,清白里,臺北市內湖區星雲街121號,1,1288,121.594945,25.080034,康寧國小,,
1293,內湖區,內湖分局,公有建築物,清白里,臺北市內湖區金湖路83號,1,534,121.597533,25.081185,康寧派出所,,
1294,內湖區,內湖分局,公有建築物,港華里,臺北市內湖區環山路二段68巷14號,1,78,121.575086,25.08671,港華區民活動中心,,
1295,內湖區,內湖分局,公有建築物,港華里,臺北市內湖區環山路二段100號,2,8581,121.577928,25.084112,臺北市立麗山高中,,
1296,內湖區,內湖分局,公有建築物,港富里,臺北市內湖區內湖路二段41號,1,412,121.580211,25.079098,內湖國小-義勇樓,,
1297,內湖區,內湖分局,公有建築物,港富里,臺北市內湖區內湖路二段41號,1,1602,121.580211,25.079098,內湖國小-忠勤樓,,
1298,內湖區,內湖分局,公有建築物,港富里,臺北市內湖區內湖路二段41號,1,1013,121.580211,25.079098,內湖國小-平靜樓,,
1299,內湖區,內湖分局,公有建築物,港墘里,臺北市內湖區洲子街12號,3,2925,121.575042,25.07822,內湖運動中心,,
1300,內湖區,內湖分局,公有建築物,港墘里,臺北市內湖區內湖路一段550號,1,110,121.576697,25.078811,港墘派出所,,
1301,內湖區,內湖分局,公有建築物,港墘里,臺北市內湖區內湖路一段552號,1,154,121.576989,25.078724,港墘區民活動中心,,
1302,內湖區,內湖分局,公有建築物,寶湖里,臺北市內湖區民權東路六段161-1號,1,7033,121.596722,25.069991,國防醫學院,,
1303,內湖區,內湖分局,供公眾使用建築物,內湖里,臺北市內湖區成功路四段188號,1,11057,121.594547,25.084081,CITY LINK百貨公司-內湖店,,
1304,內湖區,內湖分局,供公眾使用建築物,內湖里,臺北市內湖區內湖路二段360號,2,1437,121.590599,25.082125,中國醫藥大學附設醫院-臺北分院,,
1305,內湖區,內湖分局,供公眾使用建築物,石潭里,臺北市內湖區金莊路129號,3,6541,121.587974,25.064435,昇恆昌免稅店,,
1306,內湖區,內湖分局,供公眾使用建築物,大湖里,臺北市內湖區大湖山莊街217號,1,1598,121.5998,25.088342,耶穌基督後期聖徒教會,,
1307,內湖區,內湖分局,供公眾使用建築物,秀湖里,臺北市內湖區成功路五段31號,1,282,121.603982,25.082834,大湖公園游泳池,,
1308,內湖區,內湖分局,供公眾使用建築物,湖元里,臺北市內湖區舊宗路一段268號,1、2、3,11192,121.576115,25.063984,好市多賣場,,
1309,內湖區,內湖分局,供公眾使用建築物,湖元里,臺北市內湖區舊宗路一段128號,1、2、3,13196,121.57832,25.060963,大潤發賣場,,
1310,內湖區,內湖分局,供公眾使用建築物,湖元里,臺北市內湖區民善街88號,1、2、3,16444,121.575365,25.060141,家樂福賣場,,
1311,內湖區,內湖分局,供公眾使用建築物,湖元里,臺北市內湖區舊宗路一段286號,1,2802,121.575188,25.065154,好市多賣場,,
1312,內湖區,內湖分局,供公眾使用建築物,南湖里,臺北市內湖區康寧路三段74號,2,4221,121.611453,25.07006,哈拉生活百貨,,
1313,內湖區,內湖分局,供公眾使用建築物,金湖里,臺北市內湖區成功路五段420巷26號,3,4240,121.608779,25.075952,康寧醫院,,
1314,內湖區,內湖分局,地下停車場,東湖里,臺北市內湖區東湖路115-1號,1、2,19952,121.615943,25.068497,東湖國小地下停車場,,
1315,內湖區,內湖分局,地下停車場,金湖里,臺北市內湖區金湖路363巷8號,1、2,10940,121.601277,25.073074,麗湖國小地下停車場,,
1316,內湖區,內湖分局,地下停車場,西湖里,臺北市內湖區瑞光路513巷22弄2號,1、2,3336,121.569548,25.079457,洲子立體停車場,,
1317,內湖區,內湖分局,地下停車場,秀湖里,臺北市內湖區成功路五段7號,1、2,11761,121.602361,25.083451,大湖公園地下停車場,,
1318,內湖區,內湖分局,地下停車場,西康里,臺北市內湖區內湖路一段203巷25號,1、2,4518,121.563751,25.08472,西康地下停車場,,
1319,內湖區,內湖分局,地下停車場,麗山里,臺北市內湖區內湖路一段387巷38號,1、2,9162,121.570392,25.083663,西湖公園地下停車場,,
1320,內湖區,內湖分局,地下停車場,樂康里,臺北市內湖區康樂街150號,1、2,966,121.619241,25.072627,康樂合署大樓,,
1321,大安區,大安分局,公有建築物,永康里,臺北市大安區金華街187號,1,3586,121.527628,25.030128,政治大學公共行政及企業管理教育中心,,
1322,萬華區,萬華分局,供公眾使用建築物,富福里,臺北市萬華區康定路382號,1,12100,121.500326,25.033383,萬華車站_臺鐵,,
1323,中正區,中正第一分局,供公眾使用建築物,黎明里,臺北市中正區北平西路3號,1,74560,121.517058,25.047176,臺北車站_高鐵公司,,
1324,信義區,信義分局,供公眾使用建築物,永吉里,臺北市信義區松山路11號,1、2,27746,121.578252,25.048456,松山車站,,
1325,南港區,南港分局,供公眾使用建築物,南港里,臺北市南港區南港路一段313號,3,12832,121.607333,25.053574,南港車站_臺鐵,,
1326,南港區,南港分局,供公眾使用建築物,南港里,臺北市南港區南港路一段313號,1,87762,121.607333,25.053574,南港車站_高鐵,,
1327,南港區,南港分局,供公眾使用建築物,三重里,臺北市南港區經貿二路1號,1,94862,121.617345,25.056376,南港展覽館,,
1328,中山區,中山分局,公有建築物,圓山里,臺北市中山區中山北路三段181號,2,1953,121.52495,25.07258,臺北市立美術館,,
1329,士林區,士林分局,公眾使用建築物,明勝里,臺北市士林區中山北路四段16號,1,4487,121.5244,25.0775,劍潭活動中心-住宿大樓,,
1330,士林區,士林分局,公眾使用建築物,明勝里,臺北市士林區中山北路四段16號,1,1373,121.5244,25.0775,劍潭活動中心-教學大樓,,
